sku;productName;picture;pictureBig;brand;price;crossedOverPrice;discountRate;ratingCount;ratingScore;productUrl;Yaş Seçimi;Kategori;Fiyat Aralığı;ShipmentDay
HRNS2246BYZ;Osaka Güllü Masa Lambası Beyaz;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_13167623.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_13167623.jpg;Osaka;66,89;95,90;30;8;4,5;http://www.hepsiburada.com/osaka-gullu-masa-lambasi-beyaz-p-HRNS2246BYZ;36-45 Yaş;Yapı Market, Hırdavat;50TL - 100TL;0
HRDKO3DLAMP054;Dekorjinal 3 Boyutlu Lamba 3DLAMP054;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_4519521.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_4519521.jpg;Dekorjinal;49,90;119,90;58;0;0;http://www.hepsiburada.com/dekorjinal-3-boyutlu-lamba-3dlamp054-p-HRDKO3DLAMP054;25-35 Yaş;Yapı Market, Hırdavat;0TL - 50TL;3
DKNOM125JXN274;Anne Ve Bebek Figürlü Porselen Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4057999.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4057999.jpg;Gift Cloud;164,78;230,71;29;0;0;http://www.hepsiburada.com/anne-ve-bebek-figurlu-porselen-biblo-p-DKNOM125JXN274;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;150TL - 250TL;5
DKNOM125JXN315;Anne Ve Kız Figürlü Porselen Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4058214.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4058214.jpg;Gift Cloud;168,11;235,37;29;0;0;http://www.hepsiburada.com/anne-ve-kiz-figurlu-porselen-biblo-p-DKNOM125JXN315;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;150TL - 250TL;5
EAMDHELLOSET023;Hello Kitty 3'lü Dijital Mutfak Seti (Anne Boyutu);http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_4859109.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_4859109.jpg;Hello Kitty;36,90;59,90;38;0;0;http://www.hepsiburada.com/hello-kitty-3-lu-dijital-mutfak-seti-anne-boyutu-p-EAMDHELLOSET023;25-35 Yaş;Ev Tekstili;0TL - 50TL;4
EAMDHELLOSET027;Hello Kitty 3'lü Dijital Mutfak Seti (Anne Boyutu);http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_4859113.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_4859113.jpg;Hello Kitty;36,90;59,90;38;0;0;http://www.hepsiburada.com/hello-kitty-3-lu-dijital-mutfak-seti-anne-boyutu-p-EAMDHELLOSET027;25-35 Yaş;Ev Tekstili;0TL - 50TL;4
AILEBZMB0029-KL;Bebesi Eko İkili Set (Portbebe + Çanta) - Kırmızı/Lacivert;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_3334201.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_3334201.jpg;Bebesi;35,91;39,90;10;2;5;http://www.hepsiburada.com/bebesi-eko-ikili-set-portbebe-canta-kirmizi-lacivert-p-AILEBZMB0029-KL;25-35 Yaş;Anne, Bebek, Oyuncak;0TL - 50TL;0
MBDOLRPUF27;Dolce Home Romance Puf 27;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_3312998.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_3312998.jpg;Dolce Home;269,90;399,90;33;0;0;http://www.hepsiburada.com/dolce-home-romance-puf-27-p-MBDOLRPUF27;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;3
MBDOLRPUF25;Dolce Home Romance Puf 25;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_3313004.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_3313004.jpg;Dolce Home;269,90;399,90;33;0;0;http://www.hepsiburada.com/dolce-home-romance-puf-25-p-MBDOLRPUF25;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;3
ZYCHOC97;ChocChic İnci Tanem Canım Annem Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637057.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637057.jpg;ChocChic;53,90;69,90;23;0;0;http://www.hepsiburada.com/chocchic-inci-tanem-canim-annem-cikolata-p-ZYCHOC97;36-45 Yaş;Süpermarket;50TL - 100TL;1
MBMETSEHRAZAT;Metalia Şehrazat Sandıklı Kanepe Çekyat;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_6116964.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_6116964.jpg;Metalia;399,90;544,99;27;1;1;http://www.hepsiburada.com/metalia-sehrazat-sandikli-kanepe-cekyat-p-MBMETSEHRAZAT;36-45 Yaş;Mobilya, Dekorasyon;250TL üzerinde;6
HRTRI512103106;Trio Lighting Marissa Abajur;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_4086798.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_4086798.jpg;Trio Lighting;268,90;376,90;29;0;0;http://www.hepsiburada.com/trio-lighting-marissa-abajur-p-HRTRI512103106;36-45 Yaş;Yapı Market, Hırdavat;250TL üzerinde;3
EAKSTAC71083776;Taç Casabel Bayan Bornoz Large Ekru;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_4551769.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_4551769.jpg;Taç Casabel;29,89;69,90;57;2;5;http://www.hepsiburada.com/tac-casabel-bayan-bornoz-large-ekru-p-EAKSTAC71083776;36-45 Yaş;Ev Tekstili;0TL - 50TL;5
MTKENKMX60;Kenwood KMX60 Mutfak Şefi;http://images.hepsiburada.net/assets/MAG/200/MAG_4976673.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4976673.jpg;Kenwood;1659,89;1719,90;3;0;0;http://www.hepsiburada.com/kenwood-kmx60-mutfak-sefi-p-MTKENKMX60;25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
SAPU103462008;Puma Pu103462008 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_3654101.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_3654101.jpg;Puma;119,0;319,00;63;0;0;http://www.hepsiburada.com/puma-pu103462008-kadin-kol-saati-p-SAPU103462008;25-35 Yaş;Saat, Gözlük, Aksesuar;100TL - 150TL;0
DKORT150559;Orta Sofa Anne temalı pano1;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_5035911.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_5035911.jpg;Orta Sofa;54,91;77,90;30;0;0;http://www.hepsiburada.com/orta-sofa-anne-temali-pano1-p-DKORT150559;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;10
AILEMOTJEM104LM;Motherway Elbise;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_5809146.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_5809146.jpg;Motherway;64,79;129,50;50;0;0;http://www.hepsiburada.com/motherway-elbise-p-AILEMOTJEM104LM;25-35 Yaş;Anne, Bebek, Oyuncak;50TL - 100TL;3
MTORIVOGUE18;Aryıldız Vogue 18 Parça Çatal/Kaşık/Bıçak Takımı;http://images.hepsiburada.net/assets/MAG/200/MAG_4181657.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4181657.jpg;Aryıldız;149,90;295,90;49;25;4,9;http://www.hepsiburada.com/aryildiz-vogue-18-parca-catal-kasik-bicak-takimi-p-MTORIVOGUE18;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;100TL - 150TL;0
BD601985;Polypad i8 Max Intel Sofia 3G-R 8GB 8" IPS Tablet;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_10583938.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_10583938.jpg;Polypad;268,99;399,01;33;3;4,3;http://www.hepsiburada.com/polypad-i8-max-intel-sofia-3g-r-8gb-8-ips-tablet-p-BD601985;36-45 Yaş;Bilgisayar;250TL üzerinde;0
DKFIRSTMOM2016-14;First Steps Canım Anneme Seni Seviyorum Hediyesi, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559458.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559458.jpg;First Steps;73,90;104,90;30;0;0;http://www.hepsiburada.com/first-steps-canim-anneme-seni-seviyorum-hediyesi-anneler-gunu-ozel-p-DKFIRSTMOM2016-14;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
ZYCHOC221;ChocChic Anneme Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637067.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637067.jpg;ChocChic;55,90;69,90;20;0;0;http://www.hepsiburada.com/chocchic-anneme-cikolata-p-ZYCHOC221;36-45 Yaş;Süpermarket;50TL - 100TL;1
HRDKO3DLAMP142;Dekorjinal 3 Boyutlu Anneler Günü Lamba 3Dlamp142;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_4846493.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_4846493.jpg;Dekorjinal;49,90;119,90;58;0;0;http://www.hepsiburada.com/dekorjinal-3-boyutlu-anneler-gunu-lamba-3dlamp142-p-HRDKO3DLAMP142;36-45 Yaş,25-35 Yaş;Yapı Market, Hırdavat;0TL - 50TL;3
MBELIFMLS004;Ellnaz Melisa Ahşap Ayak Zigon Sehpa Pembe Beyaz Mavi;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_5185191.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_5185191.jpg;Ellnaz;179,90;429,99;58;16;4,5;http://www.hepsiburada.com/ellnaz-melisa-ahsap-ayak-zigon-sehpa-pembe-beyaz-mavi-p-MBELIFMLS004;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;150TL - 250TL;4
DKTABLOAN-10;Tabloshop - Anneler Günü Özel Tablo Saat - Tablo Hediyeli;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_2399600.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_2399600.jpg;TabloShop;54,91;75,76;28;0;0;http://www.hepsiburada.com/tabloshop-anneler-gunu-ozel-tablo-saat-tablo-hediyeli-p-DKTABLOAN-10;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
ZYCHOC94;ChocChic Canım Annem Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637041.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637041.jpg;ChocChic;33,90;39,90;15;1;3;http://www.hepsiburada.com/chocchic-canim-annem-cikolata-p-ZYCHOC94;36-45 Yaş;Süpermarket;0TL - 50TL;1
HRIDADVLSLNC80K;İda 80' Lik Davul Salıncak Kırmızı;http://images.hepsiburada.net/assets/Bahce/200/Bahce_4650722.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_4650722.jpg;İda Hamak;162,90;212,00;23;0;0;http://www.hepsiburada.com/ida-80-lik-davul-salincak-kirmizi-p-HRIDADVLSLNC80K;36-45 Yaş;Bahçe;150TL - 250TL;1
BD601610MP-B;Onyo X TAB 8GB Beyaz 7" Tablet;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_10658345.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_10658345.jpg;Onyo;129,00;178,99;28;27;3,8;http://www.hepsiburada.com/onyo-x-tab-8gb-beyaz-7-tablet-p-BD601610MP-B;25-35 Yaş;Bilgisayar;100TL - 150TL;0
GYROY157200102401;Roman Bej Triko Bluz;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_6719148.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_6719148.jpg;ROMAN;143,0;249,0;43;0;0;http://www.hepsiburada.com/roman-bej-triko-bluz-p-GYROY157200102401;36-45 Yaş;Giyim, Aksesuar;100TL - 150TL;0
BS52083;M&W ColorDAY NB-1537-15--TR  13,3"- 15,6" Turuncu Ultrabook &Laptop Çantası;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_4409454.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_4409454.jpg;M&W;49,90;49,90;0;0;0;http://www.hepsiburada.com/m-w-colorday-nb-1537-15-tr-13-3-15-6-turuncu-ultrabook-laptop-cantasi-p-BS52083;36-45 Yaş;Bilgisayar;0TL - 50TL;3
SGBEU587031;Beurer HDE40 2200W İyonik Saç Kurutma Makinası;http://images.hepsiburada.net/assets/SG/200/SG_12231068.jpg;http://images.hepsiburada.net/assets/SG/500/SG_12231068.jpg;Beurer;149,00;249,00;40;1;4;http://www.hepsiburada.com/beurer-hde40-2200w-iyonik-sac-kurutma-makinasi-p-SGBEU587031;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Sağlık, Kişisel Bakım;100TL - 150TL;0
HRKERORKIDEBYZ;Tek Dal Beyaz (Phalaenopsis) Orkide 60-70 cm;http://images.hepsiburada.net/assets/Bahce/200/Bahce_4234064.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_4234064.jpg;Cumba Dünyası;44,90;89,90;50;1;2;http://www.hepsiburada.com/tek-dal-beyaz-phalaenopsis-orkide-60-70-cm-p-HRKERORKIDEBYZ;46 Yaş ve Üzeri,36-45 Yaş;Bahçe;0TL - 50TL;1
ZYCHOC0110;ChocChic Konuşan Çikolata-Anneler Günü Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4638074.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4638074.jpg;ChocChic;26,90;34,89;23;0;0;http://www.hepsiburada.com/chocchic-konusan-cikolata-anneler-gunu-cikolata-p-ZYCHOC0110;36-45 Yaş,25-35 Yaş;Süpermarket;0TL - 50TL;1
MTINDIWD71052CE;Indesit IWD 71052 SL C ECO EU A++ 7 Kg 1000 Devir Çamaşır Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_4139476.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4139476.jpg;Indesit;799,00;898,99;11;33;4,2;http://www.hepsiburada.com/indesit-iwd-71052-sl-c-eco-eu-a-7-kg-1000-devir-camasir-makinesi-p-MTINDIWD71052CE;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
DKTABLOAN-09;Tabloshop - Anneler Günü Özel Tablo Saat - Tablo Hediyeli;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_2399599.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_2399599.jpg;TabloShop;54,91;75,76;28;0;0;http://www.hepsiburada.com/tabloshop-anneler-gunu-ozel-tablo-saat-tablo-hediyeli-p-DKTABLOAN-09;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
HRTRIR50131001;Trio Lighting Ping Ceramic Abajur;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_5765171.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_5765171.jpg;Trio Lighting;39,90;52,90;25;0;0;http://www.hepsiburada.com/trio-lighting-ping-ceramic-abajur-p-HRTRIR50131001;36-45 Yaş;Yapı Market, Hırdavat;0TL - 50TL;3
SPORPB188LPH;PowerBall Işıklı Purple Haze;http://images.hepsiburada.net/assets/Spor/200/Spor_4123901.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_4123901.jpg;Powerball;72,63;72,63;0;0;0;http://www.hepsiburada.com/powerball-isikli-purple-haze-p-SPORPB188LPH;36-45 Yaş;Spor, Fitness;50TL - 100TL;5
EAMD2451733064810;Rosemus Kimono Bornoz-Pudra;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_12464505.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_12464505.jpg;Rosemus;29,91;119,90;75;0;0;http://www.hepsiburada.com/rosemus-kimono-bornoz-pudra-p-EAMD2451733064810;36-45 Yaş;Ev Tekstili;0TL - 50TL;0
DKLENWY6649;Mukko Home Bebekli Anne Melek Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10716560.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10716560.jpg;Mukko Home;23,90;33,90;29;1;5;http://www.hepsiburada.com/mukko-home-bebekli-anne-melek-biblo-p-DKLENWY6649;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;4
GYDGDGK4632PMA-38;Dagi Kadın Mavi Pijama Takım;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_10655046.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_10655046.jpg;Dagi;84,99;169,95;50;0;0;http://www.hepsiburada.com/dagi-kadin-mavi-pijama-takim-p-GYDGDGK4632PMA-38;25-35 Yaş;Giyim, Aksesuar;50TL - 100TL;0
SPORFAKSQQQFOX003;Fox Fitness Çok Fonksiyonlu Pilates Başlangıç Seti;http://images.hepsiburada.net/assets/Spor/200/Spor_3030105.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_3030105.jpg;Fox Fitness;34,90;69,89;50;0;0;http://www.hepsiburada.com/fox-fitness-cok-fonksiyonlu-pilates-baslangic-seti-p-SPORFAKSQQQFOX003;36-45 Yaş;Spor, Fitness;0TL - 50TL;0
DKBIN2996;Canım Annem Plaket;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_11791424.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_11791424.jpg;1001 Hediye;39,90;56,90;30;2;5;http://www.hepsiburada.com/canim-annem-plaket-p-DKBIN2996;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;3
GYBC7018W60DEST;19V69 Italia Kadın Eşarp;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_4703995.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_4703995.jpg;Versace 19.69 Abbigliamento Sportivo Srl.;29,99;29,99;0;0;0;http://www.hepsiburada.com/19v69-italia-kadin-esarp-p-GYBC7018W60DEST;36-45 Yaş;Giyim, Aksesuar;0TL - 50TL;0
SPOR-2146986797;Lescon Anti-Burst Resistance 65 cm Pilates Topu (Pompa Hediyeli);http://images.hepsiburada.net/assets/Spor/200/Spor_12352053.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_12352053.jpg;Lescon;26,9;26,9;0;2;5;http://www.hepsiburada.com/lescon-anti-burst-resistance-65-cm-pilates-topu-pompa-hediyeli-p-SPOR-2146986797;36-45 Yaş;Spor, Fitness;0TL - 50TL;0
DKFIRSTMOM2016-04;First Steps Canım Anneme Sevgi Dolu Hediye Kutusu, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559436.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559436.jpg;First Steps;57,90;81,90;29;0;0;http://www.hepsiburada.com/first-steps-canim-anneme-sevgi-dolu-hediye-kutusu-anneler-gunu-ozel-p-DKFIRSTMOM2016-04;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
AILEDALERI103A1-01;Lovellery Çift Baskılı Alyans Yüzük;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_6676214.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_6676214.jpg;Lovellery;219,00;219,00;0;0;0;http://www.hepsiburada.com/lovellery-cift-baskili-alyans-yuzuk-p-AILEDALERI103A1-01;25-35 Yaş;Anne, Bebek, Oyuncak;150TL - 250TL;10
GYROY151603308936;Roman Fermuarlı Spor Ceket;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_6714627.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_6714627.jpg;ROMAN;134,0;229,0;41;0;0;http://www.hepsiburada.com/roman-fermuarli-spor-ceket-p-GYROY151603308936;36-45 Yaş;Giyim, Aksesuar;100TL - 150TL;0
DKBAN26100;Willow Tree Anneler Günü Özel Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_2695022.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_2695022.jpg;Willow Tree;84,9;84,9;0;1;4;http://www.hepsiburada.com/willow-tree-anneler-gunu-ozel-biblo-p-DKBAN26100;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;0
AILEPMKM01-L;Pamuku It's A Girl Baskılı Hamile Tshirt Large Beyaz;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_4988906.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_4988906.jpg;Pamuku;49,00;49,00;0;0;0;http://www.hepsiburada.com/pamuku-it-s-a-girl-baskili-hamile-tshirt-large-beyaz-p-AILEPMKM01-L;25-35 Yaş;Anne, Bebek, Oyuncak;0TL - 50TL;3
BS42242-P;Lizer 9901-5 15.4" - 16.4" Pembe Notebook Çanta;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_1240750.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_1240750.jpg;Lizer;64,80;64,80;0;12;3,9;http://www.hepsiburada.com/lizer-9901-5-15-4-16-4-pembe-notebook-canta-p-BS42242-P;25-35 Yaş;Bilgisayar;50TL - 100TL;5
AILEDALERI106C1-01;Lovellery Tek Baskılı Yuvarlak Toplu Yüzük;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_6676252.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_6676252.jpg;Lovellery;199,00;199,00;0;0;0;http://www.hepsiburada.com/lovellery-tek-baskili-yuvarlak-toplu-yuzuk-p-AILEDALERI106C1-01;25-35 Yaş;Anne, Bebek, Oyuncak;150TL - 250TL;10
GYROK162102201836;Roman K16 21022 Elbise;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_6674390.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_6674390.jpg;ROMAN;99,0;259,0;62;0;0;http://www.hepsiburada.com/roman-k16-21022-elbise-p-GYROK162102201836;36-45 Yaş;Giyim, Aksesuar;50TL - 100TL;0
AILEMOTEM012LS;Motherway Elbise;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_5811789.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_5811789.jpg;Motherway;119,50;119,50;0;0;0;http://www.hepsiburada.com/motherway-elbise-p-AILEMOTEM012LS;25-35 Yaş;Anne, Bebek, Oyuncak;100TL - 150TL;3
EAKSTAC71092403M;Taç Casabel Şalyaka Ekru Bambu Bornoz M;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_9446393.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_9446393.jpg;Taç Casabel;44,90;129,90;65;0;0;http://www.hepsiburada.com/tac-casabel-salyaka-ekru-bambu-bornoz-m-p-EAKSTAC71092403M;36-45 Yaş;Ev Tekstili;0TL - 50TL;5
MTVESTVD202;Vestfrost VD 202 A+ 2 Programlı Bulaşık Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_4924416.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4924416.jpg;Vestfrost;599,00;769,01;22;1;4;http://www.hepsiburada.com/vestfrost-vd-202-a-2-programli-bulasik-makinesi-p-MTVESTVD202;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
HREVPVCFUSYAB;Evsimo 3 Ayaklı Tripod Pvc Şapka -Ahşap Lambader - Fuşya / Beyaz;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_7639150.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_7639150.jpg;Evsimo;67,90;109,89;38;0;0;http://www.hepsiburada.com/evsimo-3-ayakli-tripod-pvc-sapka-ahsap-lambader-fusya-beyaz-p-HREVPVCFUSYAB;25-35 Yaş;Yapı Market, Hırdavat;50TL - 100TL;3
AILEPMKMD1-L;Pamuku Kristal Kemerli Hamile Elbisesi Large Lacivert;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_4988918.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_4988918.jpg;Pamuku;75,00;75,00;0;0;0;http://www.hepsiburada.com/pamuku-kristal-kemerli-hamile-elbisesi-large-lacivert-p-AILEPMKMD1-L;25-35 Yaş;Anne, Bebek, Oyuncak;50TL - 100TL;3
DKLENFG02-P;Mukko Home Melek Biblo-Pembe;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_7942409.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_7942409.jpg;Mukko Home;21,90;35,90;39;0;0;http://www.hepsiburada.com/mukko-home-melek-biblo-pembe-p-DKLENFG02-P;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;4
SAKE2020053;Lacoste 2020053 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_2781315.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_2781315.jpg;Lacoste;264,2;380,00;30;0;0;http://www.hepsiburada.com/lacoste-2020053-kadin-kol-saati-p-SAKE2020053;25-35 Yaş;Saat, Gözlük, Aksesuar;250TL üzerinde;0
MBARD302-CB;Ardino Ahşap Zigon Sehpa Ceviz-Beyaz;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10601650.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10601650.jpg;Ardino;54,91;94,90;42;16;4,1;http://www.hepsiburada.com/ardino-ahsap-zigon-sehpa-ceviz-beyaz-p-MBARD302-CB;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;2
EVDELVVX1847;Delonghi VVX1847 6 Bar Dual Inox Tabanlı Buhar Kazanlı Ütü;http://images.hepsiburada.net/assets/EE/200/EE_5138062.jpg;http://images.hepsiburada.net/assets/EE/500/EE_5138062.jpg;Delonghi;469,9;469,9;0;23;4,7;http://www.hepsiburada.com/delonghi-vvx1847-6-bar-dual-inox-tabanli-buhar-kazanli-utu-p-EVDELVVX1847;25-35 Yaş;Ev Elektroniği;250TL üzerinde;0
SGARM0525010970;Armani Code Edp 75 Ml Kadın Parfümü;http://images.hepsiburada.net/assets/Kozmetik/200/Kozmetik_2389407.jpg;http://images.hepsiburada.net/assets/Kozmetik/500/Kozmetik_2389407.jpg;Armani;254,0;254,0;0;43;4,5;http://www.hepsiburada.com/armani-code-edp-75-ml-kadin-parfumu-p-SGARM0525010970;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Kozmetik;250TL üzerinde;0
SPOR1DYBSR10;Dynamic Mini Dijital Göstergeli Kondisyon Bisikleti;http://images.hepsiburada.net/assets/Spor/200/Spor_2482697.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_2482697.jpg;Dynamic;139,00;188,99;26;26;3,9;http://www.hepsiburada.com/dynamic-mini-dijital-gostergeli-kondisyon-bisikleti-p-SPOR1DYBSR10;36-45 Yaş;Spor, Fitness;100TL - 150TL;1
