sku;productName;picture;pictureBig;brand;price;crossedOverPrice;discountRate;ratingCount;ratingScore;productUrl;Yaş Seçimi;Kategori;Fiyat Aralığı;ShipmentDay
DKFIRSTMOM2016-06;First Steps Canım Annem Seni Seviyorum Hediye Kutusu, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559438.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559438.jpg;First Steps;47,90;67,90;29;1;5;http://www.hepsiburada.com/first-steps-canim-annem-seni-seviyorum-hediye-kutusu-anneler-gunu-ozel-p-DKFIRSTMOM2016-06;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;3
DKFIRSTMOM2016-15;First Steps Anneme Dopdolu Hediye Sepeti, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559462.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559462.jpg;First Steps;87,90;122,90;28;1;5;http://www.hepsiburada.com/first-steps-anneme-dopdolu-hediye-sepeti-anneler-gunu-ozel-p-DKFIRSTMOM2016-15;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
MBK105M5011;Evdebiz Comfort Yaşam Serisi Köşe Ve Tekli Koltuk Takımı;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_8481353.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_8481353.jpg;Evdebiz;1199,89;1999,90;40;12;4,3;http://www.hepsiburada.com/evdebiz-comfort-yasam-serisi-kose-ve-tekli-koltuk-takimi-p-MBK105M5011;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;3
MTDELCGH900C;Delonghi CGH900C Seramik Plakalı Tost Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_4328042.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4328042.jpg;Delonghi;309,90;499,90;38;56;4,5;http://www.hepsiburada.com/delonghi-cgh900c-seramik-plakali-tost-makinesi-p-MTDELCGH900C;25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
SPORVOIT63;Voit Lc 210 Eliptik Kondisyon Bisikleti 1VTBSLC210;http://images.hepsiburada.net/assets/Spor/200/Spor_9692839.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_9692839.jpg;Voit;399,90;599,00;33;24;3,9;http://www.hepsiburada.com/voit-lc-210-eliptik-kondisyon-bisikleti-1vtbslc210-p-SPORVOIT63;36-45 Yaş;Spor, Fitness;250TL üzerinde;0
SGPHHP748717;Philips Essential Care HP8324/00 İyonik Saç Düzleştiricisi;http://images.hepsiburada.net/assets/SG/200/SG_8759058.jpg;http://images.hepsiburada.net/assets/SG/500/SG_8759058.jpg;Philips;129,0;129,0;0;12;5;http://www.hepsiburada.com/philips-essential-care-hp8324-00-iyonik-sac-duzlestiricisi-p-SGPHHP748717;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Sağlık, Kişisel Bakım;100TL - 150TL;0
MTBAY5188;Schafer Rasch 7 Parça Çelik Tencere Tava Seti;http://images.hepsiburada.net/assets/MAG/200/MAG_10629982.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_10629982.jpg;Schafer;139,90;299,90;53;5;4,8;http://www.hepsiburada.com/schafer-rasch-7-parca-celik-tencere-tava-seti-p-MTBAY5188;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;100TL - 150TL;0
EAKSTAC60108886;Taç Ranforce Nevresim Takımı Vıolet Çift Kişilik V01-Pembe;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_4156961.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_4156961.jpg;Taç;104,90;115,00;9;2;4,5;http://www.hepsiburada.com/tac-ranforce-nevresim-takimi-violet-cift-kisilik-v01-pembe-p-EAKSTAC60108886;36-45 Yaş;Ev Tekstili;100TL - 150TL;5
SGBRAUN124313;Braun Face Yüz Temizleme Cihazı Yedek Fırça Başlığı Bonus 4'lü Paket SE80-m;http://images.hepsiburada.net/assets/SG/200/SG_4691956.jpg;http://images.hepsiburada.net/assets/SG/500/SG_4691956.jpg;Braun;59,90;89,90;33;2;4,5;http://www.hepsiburada.com/braun-face-yuz-temizleme-cihazi-yedek-firca-basligi-bonus-4-lu-paket-se80-m-p-SGBRAUN124313;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Sağlık, Kişisel Bakım;50TL - 100TL;0
BD84757;Poly Lingua Cs-100 Renkli Ekran Elektronik Sözlük;http://images.hepsiburada.net/assets/Bilgisayar/200/bd84757.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/bd84757.jpg;Polylingua;99,00;259,00;62;50;4,6;http://www.hepsiburada.com/poly-lingua-cs-100-renkli-ekran-elektronik-sozluk-p-BD84757;46 Yaş ve Üzeri;Bilgisayar;50TL - 100TL;0
DKFIRSTMOM2016-07;First Steps Anneme Özel Hediye Kutusu, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559440.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559440.jpg;First Steps;47,90;67,90;29;0;0;http://www.hepsiburada.com/first-steps-anneme-ozel-hediye-kutusu-anneler-gunu-ozel-p-DKFIRSTMOM2016-07;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;3
DKFIRSTMOM2016-11;First Steps Anneme Pek Hatırlı Vip Hediye, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559454.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559454.jpg;First Steps;97,90;138,90;30;0;0;http://www.hepsiburada.com/first-steps-anneme-pek-hatirli-vip-hediye-anneler-gunu-ozel-p-DKFIRSTMOM2016-11;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
DKFIRSTMOM2016-21;First Steps Anneme Hediye, Her Zaman Haklı Kadınıma, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559460.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559460.jpg;First Steps;53,90;75,90;29;0;0;http://www.hepsiburada.com/first-steps-anneme-hediye-her-zaman-hakli-kadinima-anneler-gunu-ozel-p-DKFIRSTMOM2016-21;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
EAKSTAC60111032;Taç Dalida Çift Kişilik Pamuk Pike Takımı;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_4727374.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_4727374.jpg;Taç;110,0;110,0;0;0;0;http://www.hepsiburada.com/tac-dalida-cift-kisilik-pamuk-pike-takimi-p-EAKSTAC60111032;36-45 Yaş;Ev Tekstili;100TL - 150TL;0
EAKSALMIR0429I20;Casandra Celebrity Çift Kişilik Yatak Örtüsü Ariana Lavender;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_6899964.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_6899964.jpg;Casandra;129,89;279,89;54;0;0;http://www.hepsiburada.com/casandra-celebrity-cift-kisilik-yatak-ortusu-ariana-lavender-p-EAKSALMIR0429I20;36-45 Yaş;Ev Tekstili;100TL - 150TL;0
EAKSFABB1899;Mayla Pamuk Saten Çift Kişilik Nevresim Takımı Pudra-Cappucino;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_5027496.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_5027496.jpg;Mayla;125,90;229,90;45;0;0;http://www.hepsiburada.com/mayla-pamuk-saten-cift-kisilik-nevresim-takimi-pudra-cappucino-p-EAKSFABB1899;36-45 Yaş;Ev Tekstili;100TL - 150TL;0
GYVIC6010IS-EL;The Victoria İpek Saten 6 Parça Gecelik Sabahlık Takım;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_9936234.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_9936234.jpg;The Victoria;175,0;250,0;30;0;0;http://www.hepsiburada.com/the-victoria-ipek-saten-6-parca-gecelik-sabahlik-takim-p-GYVIC6010IS-EL;25-35 Yaş;Giyim, Aksesuar;150TL - 250TL;0
SARD0336LLRA2;Romanson Rd0336llra2 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_12760646.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_12760646.jpg;Romanson;219,90;438,00;50;0;0;http://www.hepsiburada.com/romanson-rd0336llra2-kadin-kol-saati-p-SARD0336LLRA2;36-45 Yaş;Saat, Gözlük, Aksesuar;150TL - 250TL;3
SATRKRP676BX9;Lorus Rp676bx9 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_5790666.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_5790666.jpg;Lorus;246,9;366,00;33;0;0;http://www.hepsiburada.com/lorus-rp676bx9-kadin-kol-saati-p-SATRKRP676BX9;25-35 Yaş;Saat, Gözlük, Aksesuar;150TL - 250TL;0
MTORIFS62030004070;Fissler Vitavit Premium Düdüklü Tencere 4.5 L;http://images.hepsiburada.net/assets/MAG/200/MAG_4292042.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4292042.jpg;Fissler;639,90;1198,90;47;1;5;http://www.hepsiburada.com/fissler-vitavit-premium-duduklu-tencere-4-5-l-p-MTORIFS62030004070;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
MTTEFACTIFRYXL;Tefal Actifry Express XL 1,5 kg Fritöz;http://images.hepsiburada.net/assets/MAG/200/MAG_8765528.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_8765528.jpg;Tefal;799,90;819,90;2;5;4,4;http://www.hepsiburada.com/tefal-actifry-express-xl-1-5-kg-fritoz-p-MTTEFACTIFRYXL;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
MTALTAL756;Altus Al 756 Mini Tost Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_13167019.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_13167019.jpg;Altus;59,90;89,89;33;2;5;http://www.hepsiburada.com/altus-al-756-mini-tost-makinesi-p-MTALTAL756;25-35 Yaş;Beyaz Eşya, Mutfak;50TL - 100TL;0
